address,label,kind,confidence,notes
0x0A81,disable_f001_irq_or_strobe,code,medium,"DI; clears F001 bits with NOP delays; masks MKL; similar sequence appears in interrupt paths."
0x0AB2,read_next_host_input_byte_7bit,code,high,"CALT helper for 7-bit command parameters: calls 0x0A0B then masks A with 0x7F."
0x0AB6,read_next_host_input_word,code,medium,"CALT helper: reads two host input bytes through 0x0A0B and returns them as a 16-bit value in HL."
0x0B23,write_bank_register_f002,code,high,"Single helper: MOV ($F002),A; RET."
0x0E8B,line_or_buffer_bounds_check,code,low,"Uses EFBF, EE4C, EE5C/EE5E and comparisons; likely print-buffer bounds logic."
0x0EF6,scan_ff00_buffer,code,medium,"Scans/copies FF00 buffer; branches to 0x429D when done."
0x0F16,set_mode_bit_25_from_calt86,code,low,"Small mode flag helper, writes VV25 bit 7 then CALT 0x0092."
0x0F21,set_mode_bit_23_20_from_calt86,code,low,"Small mode flag helper, toggles VV23 bit 5 then CALT 0x0092."
0x147C,mode_or_geometry_helper,code,low,"Called from buffer/geometry routines; returns HL/EA-derived values."
0x1677,common_render_or_buffer_helper,code,low,"High fan-in CALL target in text/graphics region."
0x1CF2,load_cg_metrics_from_8000_or_8600,code,medium,"Reads F002, selects 0x8000/0x8600 window, uses CALT 0x00B4 and VV:A0 to load EF99/EF9B metrics."
0x1D65,fit_glyph_width_and_update_bitmap_pointers,code,medium,"Compares EF97/EF9B/EE88-derived pointers, adjusts EE88 and EF9B, and normalizes VV99 width/count."
0x1DDF,save_ee88_then_recompute_glyph_source,code,medium,"Saves EE88 to EE8A, calls 0x1DFE, stores computed source pointer back to EE88, then clears a 0x021C-byte work area."
0x1DFE,compute_glyph_source_pointer_from_ee88,code,medium,"High fan-in companion to 0x1DDF; starts from EE88 and returns a computed pointer in EA/HL."
0x2011,advance_or_flush_print_buffer,code,medium,"High fan-in output routine; clears VV24 bit 0, checks EF8B/EF8D state, then enters the render/advance path through 0x105A/0x256E."
0x24D4,clear_vv24_bit0,code,high,"Tiny high-fan-in helper: ANIW VV24,0xFE; RET."
0x2530,esc_J_immediate_forward_feed,code,medium,"ESC J handler: reads one byte, builds positive immediate feed distance in HL, and enters shared feed path at 0x2534."
0x2568,esc_j_immediate_reverse_feed_fx80_compat,code,medium,"ESC j compatibility handler: reads one byte, sets H=0x80 for reverse/negative immediate feed, and enters the same 0x2534 path used by ESC J."
0x26F1,initialize_print_geometry_state,code,low,"Called during reset and adjustment-mode initialization."
0x2824,classify_extended_printable_character,code,medium,"Range ladder over 0xAF-0xDE and 0xF4 using RET/RETS as boolean result; used before selecting font/state tables."
0x29B3,setup_8000_render_window_state,code,medium,"Seeds EE46/EE48/EE4A/EE4C/EE4E/EE50 around the 0x8000 work window before the main render loop."
0x2DCE,inline_calt_dispatch_tail_table,data,medium,"Inline byte table reached by 0x2DC8/0x0FC3 dispatch; disassembles as instructions but is table-like tail data before the 0xFF fill."
0x2DE3,unused_ff_gap_2de3_3fff,data,high,"Long 0xFF fill from 0x2DE3 through 0x3FFF."
0x4000,external_prom_signature_or_alt_entry,data,medium,"PBLS-like signature at 0x4000; reset compares 0x0070 against 0x4000 to decide external PROM handling."
0x4008,external_prom_entry_candidate,code,medium,"CALL 0x038B then enters the normal 0x400B input/decode loop. May be external-PROM overlay entry or signature-following code."
0x400B,main_input_decode_loop,code,high,"Top-level host-byte loop: reads one byte via CALT 0x0080/0x0A0B, calls 0x4038, dispatches controls through 0x6944, or continues to printable output when 0x4038 returns with skip."
0x4012,printable_character_output_path,code,medium,"Entry after 0x4038 classifies a byte as printable; prepares glyph/render state before returning to the 0x400B loop."
0x4038,classify_input_character_and_select_style_state,code,high,"Normalizes bytes through the 0x6000 identity/remap table, selects current/alternate font state into VV21/VV22/VV1F, and returns with skip for printable bytes."
0x4173,check_line_window_bounds,code,medium,"Compares EE4C+HL against EE5C/EE5E bounds; used by character classifier and test print paths."
0x43DD,render_glyph_columns_or_3plane_overlay,code,medium,"Glyph bitmap transform path; uses VV99 width, VV:CF stride, EE88/EE8A pointers, and ORs source columns into destination planes."
0x444A,copy_glyph_columns_to_work_buffer,code,medium,"Glyph transform path that copies packed source columns to the EE88 work buffer, then runs shared shift/merge helpers."
0x44C4,render_glyph_columns_variant,code,low,"Variant of the 0x43DD path with additional shifted-column merge steps."
0x45B1,or_shifted_columns_left_into_work_buffer,code,medium,"Shared glyph helper; shifts source column data left by VV:D0 and ORs it into the destination stream."
0x45F8,or_shifted_columns_right_into_work_buffer,code,medium,"Shared glyph helper; shifts source column data right by VV:D0 and ORs it into the destination stream."
0x463F,xor_or_mask_shifted_columns_into_work_buffer,code,medium,"Shared glyph helper; applies shifted source bytes with XRAX/OR-style masking into the destination stream."
0x4664,adjust_glyph_width_and_right_edge_metrics,code,medium,"Updates VV99 and EF95/EF97/EF9B after widening/extra-column transforms."
0x46A4,trim_or_merge_trailing_glyph_columns,code,medium,"Uses EE88 and VV99 to combine trailing bytes with inverted previous-column masks."
0x46C4,set_glyph_work_stride_3,code,medium,"Sets VV:CF to 3 and marks VV2A bit 7 when a non-empty glyph is active."
0x46D0,set_glyph_work_stride_4,code,medium,"Sets VV:CF to 4 and marks style bits before packed/nibble expansion."
0x47CB,clear_or_pad_expanded_glyph_buffer,code,medium,"Uses 0x1DFE and VV99 to copy/zero expanded glyph columns, then updates EE88 and EF9B."
0x4830,double_or_widen_glyph_columns,code,medium,"Clears a derived work span, duplicates 3-byte columns, and adjusts EF9B; likely double-width or widening support."
0x4900,expand_packed_glyph_by_style_flags,code,medium,"Selects one of several packed-column extraction paths based on VV89 bits and writes expanded bytes through 0x49AD."
0x49AD,expand_high_nibble_to_2bit_pairs,code,high,"Maps input bits 0x80/0x40/0x20/0x10 to output masks 0xC0/0x30/0x0C/0x03; used heavily by packed glyph expansion."
0x49C5,condense_or_mask_glyph_columns,code,medium,"Halves/condenses active glyph columns with inverted masks, then updates width and EF95/EF97/EF9B metrics."
0x4AA8,copy_2byte_glyph_columns_to_3byte_work_rows,code,medium,"Copies two source bytes plus zero padding, or zero plus two source bytes depending VV28 bit 3."
0x4ACE,write_packed_glyph_nibbles_to_work_buffer,code,medium,"Writes packed nibble/bit groups into destination columns at offsets 0/3/6/9; used for narrow packed glyph paths."
0x4DE0,gate_array_f001_control_cluster,code,medium,"Cluster of helpers that set/clear F001 bits and related VV flags."
0x4EB9,clear_f001_bit3,code,medium,"DI; read F001; ANI 0xF7; write F001; clears VV0A bit 0x10."
0x4ECF,set_f001_bit3,code,medium,"DI; read F001; ORI 0x08; write F001; sets VV0A bit 0x10."
0x4EE4,txb_send_byte_wait_fst,code,high,"Waits SKIT FST then writes TXB."
0x4EEA,read_panel_buttons_debounced,code,medium,"Combines stable PC bits from 0x4EF9 with the 0x4F21 PC08/F2 path; bidirectional-adjustment mode treats return bits 0x01/0x02/0x04 as panel actions."
0x4EF9,read_pc_bits_30_stable,code,medium,"Debounces PC & 0x30 and maps them to return bits 0x02 and 0x01."
0x4F21,sample_panel_pc08_or_f2_button,code,medium,"Uses SKIT F2 plus a PC bit 0x08 wait loop; returns with/without caller skip so 0x4EEA can set panel-action bit 0x04."
0x4F2F,delay_03e8,code,high,"BC=0x03E8 delay via CALT 0x0090."
0x4F37,read_dip_switches_and_panel_pa_bits,code,medium,"Calls table-driven ADC switch reader 0x4F54 twice, stores VV00/VV01, then folds PA bits 0x04/0x08 into VV01."
0x4F54,read_adc_switch_table_bits,code,medium,"Walks compact tables at 0x4F96/0x4F9F, selects F002/ANM modes through 0x508D, and builds one switch bit per threshold comparison."
0x4FB1,sample_vr_adjustment_adc_offsets,code,medium,"Startup and bidirectional-adjustment sampler; averages ADC channels, stores signed offsets at EE28/EE2E-related slots, and clamps them to small ranges."
0x506D,average_adc_sample_127_times,code,medium,"Calls 0x508D 0x7F times for the selected F002/ANM mode and returns the averaged sample."
0x508D,write_f002_select_adc_average_cr0_cr3,code,medium,"Writes F002 from A, configures ANM from B, waits FAD, then averages CR0-CR3 into one ADC value."
0x51F2,write_gate_array_f003_from_vv15,code,medium,"Stores A to VV15 and F003."
0x540D,mechanism_output_state_dispatch,code,medium,"Maps VV37 flags to EFxx state bytes and a jump table at 0x7007; updates PA/PB outputs."
0x5794,unused_ff_gap_5794_5fff,data,high,"Long 0xFF fill from 0x5794 through 0x5FFF."
0x6000,byte_identity_table_00_ff,data,high,"Full 0x00-0xFF byte table."
0x6100,selftest_and_menu_strings,data,high,"String/data block: L5217B, Data Dump Mode, CSF messages, DIP-switch/menu text."
0x6211,dip_menu_fixed_width_strings,data,high,"FF-delimited fixed-width menu strings for DIP-switch printout."
0x6854,character_set_or_translation_tables,data,medium,"Non-code tables after menu strings; includes visible character-set fragments."
0x6944,dispatch_control_or_esc_command,code,high,"Command-table dispatcher. Pushes 0x400B as the loop return, scans byte/target tables, and jumps to matched command handlers."
0x695B,dispatch_esc_command_after_esc,code,high,"ESC handler from the primary table: reads the next byte with 0x0AB2 and dispatches through the ESC table at 0x699C."
0x696E,primary_control_command_table,data,high,"Count-prefixed table of 14 primary nonprintable commands: ESC, LF, CR, BEL, BS, HT, VT, FF, SO, SI, DC2, DC3, DC4, CAN."
0x699C,esc_command_table,data,high,"Count-prefixed table of 62 ESC command bytes and handler addresses, including ESC @, ESC J, ESC K/L/Y/Z, ESC U, ESC C, ESC N/O, and style commands."
0x6A5A,unused_ff_gap_6a5a_6fff,data,high,"Long 0xFF fill from 0x6A5A through 0x6FFF."
0x7007,mechanism_output_jump_table,data,medium,"Jump table consumed by 0x540D after indexing from EFxx state byte."
0x7219,cr0_lookup_table,data,medium,"Indexed from ISR at 0x06DF using CR0 range 0xC1-0xEE."
0x739B,service_or_mode_entry,code,low,"Reachable from 0x0385; exact mode unknown."
0x73AF,data_dump_grid_printer,code,medium,"Prints rows through the 0x8000 work window, converts nibbles to ASCII, and emits dot placeholders via 0x4038/0x2011."
0x746F,nibble_to_ascii_hex_digit,code,high,"Converts 0-15 to ASCII hex digit using +7/+0x30 adjustment."
0x7476,print_hex_digit_or_data_dump_cell,code,medium,"Saves HL to EE46, prints one cell through 0x4038, advances by seven bytes, and restores registers."
0x7493,select_print_state_for_character,code,medium,"Selects current/alternate font state into VV21/VV22 based on character range, then checks bounds via 0x4173."
0x755D,print_ff_or_nul_terminated_string,code,high,"Prints bytes from HL until 0x00/0xFF, using A/C mode and char-output helpers."
0x7557,print_string_then_output_advance,code,medium,"Calls 0x755D then jumps to 0x2011."
0x7594,copy_string_to_ff00_then_print,code,medium,"Copies a source string to 0xFF00 then prints via 0x755D."
0x7719,data_dump_mode_routine,code,high,"Prints strings at 0x6116/0x612E/0x613C/0x615E; handles data-dump paper length flow."
0x7818,bidirectional_adjustment_mode,code,high,"Prints 0x7A18 'Bi-d Adjustment Mode', VR strings, reads panel/sensor input."
0x7A18,bidirectional_adjustment_strings,data,high,"FF-delimited strings: Bi-d Adjustment Mode, VR1, VR2, out of range."
0x7B52,update_panel_select_pa_pb_outputs,code,medium,"Writes PA bit 0 and PB bit 7 depending VV23/VVA5; used during service/adjustment UI setup."
0x7B74,unused_ff_gap_7b74_7fff,data,high,"Long 0xFF fill from 0x7B74 through end of ROM."
